avg(rating),count(rating),movieId
2.66667,6,6501
3.75175,17251,6502
2.51951,5842,6503
2.41667,6,6504
3.05634,71,6505
3.57227,256,6506
3.00000,13,6507
3.42953,149,6508
3.97614,440,6509
2.90217,92,6510
3.73077,39,6511
2.86735,49,6512
3.16216,74,6513
1.23077,13,6514
3.44512,82,6515
3.55861,273,6516
2.82246,414,6517
2.90513,195,6518
3.09813,214,6519
3.09434,53,6520
2.61250,120,6521
3.42949,78,6522
2.80081,369,6523
3.62258,155,6524
3.00457,219,6525
3.60078,129,6526
3.54508,122,6527
3.47674,129,6528
2.65789,19,6529
3.85113,796,6530
3.37644,174,6531
2.35938,32,6532
3.72752,734,6533
2.63875,7380,6534
2.41298,3097,6535
3.30442,859,6536
3.06463,12393,6537
3.40042,1652,6538
3.80036,39674,6539
3.34146,41,6540
2.78434,6916,6541
3.85277,523,6542
3.30952,21,6543
3.27586,87,6544
3.55471,329,6545
3.23611,36,6546
3.16221,262,6547
3.13636,4686,6548
2.85342,307,6549
2.85930,3216,6550
2.70690,58,6551
3.75383,2547,6552
3.15217,23,6553
2.88235,102,6554
3.21622,37,6555
3.22414,29,6556
2.26154,65,6557
2.47720,658,6558
2.96240,492,6559
2.29688,96,6560
3.71252,567,6561
3.33486,109,6562
2.45783,83,6563
2.75269,4733,6564
3.58860,5886,6565
2.00324,1235,6566
3.46950,754,6567
3.21865,311,6568
2.42857,49,6569
3.31081,37,6570
3.72026,227,6571
2.98824,85,6572
3.46071,140,6573
2.18852,122,6574
2.36429,70,6575
3.41270,63,6576
1.86810,163,6577
3.27027,74,6578
3.86009,436,6579
2.90000,15,6580
3.50342,292,6581
3.14825,570,6582
3.39888,178,6583
3.27184,561,6584
2.97414,58,6585
2.90831,3741,6586
1.20556,810,6587
3.32308,65,6588
3.50000,8,6589
3.07143,14,6590
3.81736,1158,6591
3.25617,324,6592
3.05936,4540,6593
2.65385,13,6594
2.98345,3564,6595
2.61931,461,6596
3.07770,148,6597
3.78750,360,6598
3.66538,130,6599
3.08036,56,6600
2.98810,84,6601
3.17647,153,6602
3.39815,54,6603
3.59259,54,6604
3.39189,37,6605
2.25000,4,6606
3.16667,18,6607
3.00000,11,6608
3.80870,230,6609
3.37963,108,6610
3.96800,500,6611
3.89189,407,6612
3.16387,119,6613
3.19296,412,6614
2.50335,2087,6615
2.82971,138,6616
3.60533,1576,6617
3.58562,3136,6618
3.07562,886,6619
3.78672,4262,6620
3.07692,13,6621
2.75000,16,6622
2.86957,46,6623
2.40306,1176,6624
2.85849,265,6625
2.82143,42,6626
2.64706,17,6627
2.10526,152,6628
3.25289,433,6629
3.64167,180,6630
2.31034,116,6631
2.88000,25,6632
2.73333,15,6633
2.42308,13,6634
3.00769,65,6635
3.59980,992,6636
3.08696,46,6637
3.28292,486,6638
3.93518,1319,6639
3.50000,15,6640
3.56720,186,6641
2.75897,195,6642
4.05051,980,6643
3.76852,108,6644
3.45097,1540,6645
3.03648,233,6646
3.15385,39,6647
3.21818,55,6648
3.63158,76,6649
4.03762,1050,6650
2.46825,63,6651
3.21271,181,6652
2.86364,165,6653
2.97059,17,6654
3.03125,32,6655
2.41837,49,6656
2.93578,109,6657
2.88471,811,6658
3.35855,3966,6659
3.94323,643,6660
3.60000,10,6661
3.70539,2914,6662
3.61332,1531,6663
3.19299,2539,6664
3.03864,220,6665
3.93300,1194,6666
3.83286,353,6667
3.88472,386,6668
4.11025,1551,6669
2.72772,101,6670
3.73131,214,6671
3.83547,234,6672
3.15116,43,6673
2.62500,8,6674
2.59091,11,6675
3.76531,98,6676
2.11111,9,6677
3.17706,449,6678
3.67873,221,6679
3.23656,93,6680
3.34426,61,6681
3.61236,89,6682
3.63487,152,6683
3.46970,264,6684
2.02778,54,6685
2.63878,771,6686
2.39773,528,6687
3.51136,44,6688
2.91441,111,6689
3.26733,101,6690
3.14706,17,6691
3.54321,81,6692
3.15000,10,6693
3.03125,16,6694
2.51967,1017,6695
3.11613,155,6696
2.83333,6,6697
2.29167,12,6698
3.16092,87,6699
3.10843,83,6700
3.45000,90,6701
2.62557,442,6702
2.61849,384,6703
3.44737,57,6704
3.29666,359,6705
3.32895,38,6706
2.77643,1485,6707
3.64409,6222,6708
3.16545,4255,6709
3.49288,351,6710
3.79301,21557,6711
2.84615,13,6712
3.83251,806,6713
3.40604,149,6714
2.31579,19,6715
2.69231,39,6716
3.75000,58,6717
2.95939,197,6718
2.34146,41,6719
2.63415,287,6720
3.72126,1035,6721
3.65952,420,6722
3.50971,206,6723
3.89659,1494,6724
2.37577,326,6725
3.11111,18,6726
3.59211,190,6727
3.29762,42,6728
3.02830,53,6729
2.81034,232,6730
3.56798,1552,6731
3.37278,507,6732
3.33929,28,6733
2.80707,552,6734
3.19202,263,6735
3.21324,68,6736
2.29310,29,6737
2.63889,18,6738
2.65278,36,6739
2.07051,78,6740
2.97126,87,6741
2.55405,37,6742
3.54140,954,6743
2.50443,451,6744
2.44262,61,6745
2.30769,91,6746
3.18359,128,6747
3.47263,475,6748
3.53741,147,6749
3.10672,595,6750
2.41268,418,6751
2.90079,126,6752
3.74826,2737,6753
3.37029,7031,6754
3.47301,2334,6755
3.36742,132,6756
2.79412,119,6757
2.50000,2,6758
3.02679,56,6759
3.62745,102,6760
3.62805,82,6761
3.49248,133,6762
2.78938,1073,6763
3.35221,2145,6764
3.41024,2128,6765
1.66667,6,6766
2.10000,10,6767
3.54348,414,6768
3.15203,148,6769
3.74234,718,6770
2.32917,120,6771
3.85664,429,6772
3.84321,4085,6773
3.68750,2496,6774
3.72159,88,6775
3.87808,894,6776
3.96189,1089,6777
3.42500,20,6778
3.51879,346,6779
3.84991,563,6780
3.01786,84,6781
3.22627,316,6782
4.01574,921,6783
3.48922,232,6784
3.54879,994,6785
3.77976,840,6786
4.02604,5473,6787
2.49010,101,6788
3.65269,334,6789
3.43597,695,6790
3.93255,1364,6791
3.29771,131,6792
2.54025,1789,6793
2.03699,1095,6794
2.77885,104,6795
3.76387,4417,6796
3.22511,653,6797
3.24179,335,6798
2.80556,18,6799
2.49947,945,6800
3.61345,119,6801
2.78571,133,6802
3.34346,428,6803
3.02809,89,6804
3.21338,157,6805
3.37594,133,6806
3.85408,10557,6807
3.80608,1431,6808
3.22594,239,6809
3.08728,1392,6810
3.15794,649,6811
2.89362,470,6812
3.27723,202,6813
2.50403,124,6814
3.34419,215,6815
3.49864,369,6816
3.24722,180,6817
4.05263,703,6818
2.76250,40,6819
3.46872,1055,6820
2.66923,65,6821
3.30769,52,6822
3.02000,50,6823
2.92045,44,6824
2.87342,79,6825
2.98276,116,6826
1.64286,364,6827
3.80814,86,6828
2.65289,121,6829
3.40909,44,6830
2.46667,15,6831
3.35832,1034,6832
3.20833,12,6833
2.74000,50,6834
2.53191,47,6835
2.43103,29,6836
3.60870,115,6837
2.83333,3,6838
2.99160,119,6839
3.61515,165,6840
3.10811,74,6841
3.40299,67,6842
2.98333,30,6843
3.12821,117,6844
2.87143,35,6845
2.67241,29,6846
2.70000,10,6847
2.58247,97,6848
3.53469,245,6849
3.06777,546,6850
3.41250,240,6851
3.92204,1039,6852
2.19355,31,6853
3.53500,100,6854
3.29348,46,6855
3.68795,556,6856
3.77540,2126,6857
3.89217,626,6858
3.76257,179,6859
2.75789,95,6860
3.19697,33,6861
3.24918,919,6862
3.38413,14719,6863
3.76271,177,6864
2.94444,18,6865
3.10294,34,6866
3.89139,4005,6867
3.31982,555,6868
3.82073,410,6869
3.82723,12259,6870
2.78261,92,6871
1.36084,521,6872
3.21689,3149,6873
3.85530,35659,6874
3.23418,79,6875
3.19167,60,6876
3.09677,31,6877
2.96667,15,6878
3.59598,3678,6879
2.77158,1946,6880
3.57039,1442,6881
3.32092,349,6882
3.12353,255,6883
3.35766,411,6884
2.60667,525,6885
3.10036,274,6886
3.47806,1185,6887
2.41920,3719,6888
3.26233,1805,6889
3.53800,2184,6890
3.15385,26,6891
2.78333,180,6892
3.63908,2477,6893
2.84286,35,6894
3.32192,73,6895
4.03659,287,6896
3.43269,52,6897
3.56706,343,6898
1.73125,80,6899
3.22826,184,6900
2.41667,18,6901
3.92271,1048,6902
2.20652,46,6903
2.69767,43,6905
2.63158,57,6906
2.98000,25,6907
2.53125,32,6908
3.31560,564,6909
3.12500,172,6910
3.32609,46,6911
3.28125,32,6912
2.75000,40,6913
3.31818,33,6914
2.40909,11,6915
2.76923,26,6916
3.30952,21,6917
4.04146,398,6918
2.98214,28,6919
3.93597,531,6920
3.59868,76,6921
3.32927,82,6923
3.43077,65,6924
3.24590,61,6925
3.43750,48,6926
3.07504,633,6927
2.93846,65,6928
2.50000,4,6929
3.37037,27,6930
3.00000,28,6931
3.66847,1389,6932
2.56250,8,6933
3.20387,19081,6934
3.93284,268,6935
3.34729,7966,6936
2.95238,21,6937
3.66250,40,6938
3.75000,140,6939
3.20130,77,6940
3.12500,4,6941
3.74220,14172,6942
1.25000,4,6943
3.33613,3518,6944
3.86653,251,6945
2.71797,601,6946
3.62825,8581,6947
3.28704,162,6948
3.14228,123,6949
3.17232,766,6950
1.97423,1339,6951
2.88090,2859,6952
3.68731,7696,6953
3.84052,1345,6954
3.07143,21,6955
3.25862,29,6956
3.35227,5209,6957
2.38776,980,6958
2.83460,1185,6959
3.11905,21,6960
3.55286,227,6961
3.41176,17,6962
3.73128,454,6963
3.48485,66,6964
3.59322,59,6965
3.07652,1542,6966
3.73874,222,6967
2.55556,54,6968
3.36400,125,6969
3.88225,569,6970
3.78337,487,6971
3.32143,28,6972
2.79744,195,6973
3.42940,949,6974
3.75145,1376,6975
3.18287,216,6976
3.13731,579,6977
3.65592,760,6978
3.66091,5910,6979
3.52101,119,6980
3.98945,237,6981
3.90090,222,6982
3.72059,272,6983
3.78512,242,6984
3.99373,1036,6985
3.71188,800,6986
3.90350,1829,6987
3.52809,178,6988
3.51603,624,6989
3.60698,430,6990
3.02315,540,6991
3.01346,520,6992
3.92149,2764,6993
2.97400,250,6994
1.89506,243,6995
2.13557,1372,6996
3.17627,451,6997
3.33851,161,6998
3.10991,464,6999
2.84243,1282,7000
3.63814,1922,7001
3.60309,97,7002
3.51826,356,7003
2.83993,4042,7004
2.38333,630,7005
2.73077,104,7006
3.32550,1788,7007
3.48381,1050,7008
3.36279,696,7009
3.57123,365,7010
3.53478,230,7011
3.06162,284,7012
4.00705,1914,7013
2.62560,207,7014
2.98718,195,7015
2.40625,512,7016
2.86151,1047,7017
3.65347,1326,7018
3.03333,315,7019
3.66844,377,7020
2.71739,138,7021
3.78962,6455,7022
3.92303,903,7023
3.24286,595,7024
3.72185,444,7025
3.05156,514,7026
3.67842,1446,7027
3.58088,748,7028
3.21071,280,7029
3.42317,397,7030
2.62813,160,7031
2.88014,146,7032
3.10312,674,7033
3.81958,2012,7034
2.98869,221,7035
2.83629,1353,7036
3.59839,249,7037
3.41542,201,7038
3.34294,347,7039
3.56590,736,7040
2.72864,199,7041
3.75512,537,7042
3.97404,520,7043
3.65721,2010,7044
3.43650,1126,7045
3.20937,2209,7046
3.14628,188,7047
3.25603,580,7048
3.47500,100,7049
3.72656,128,7050
3.17672,232,7051
3.00000,41,7052
3.50926,54,7053
3.51078,232,7054
3.89353,371,7055
3.74727,550,7056
3.20588,136,7057
3.72932,266,7058
3.51136,352,7059
3.41608,1001,7060
3.73541,257,7061
3.75340,661,7062
3.97511,1768,7063
3.90881,1146,7064
3.13770,443,7065
3.55000,80,7066
3.81367,373,7067
3.84442,466,7068
3.67479,349,7069
3.87319,623,7070
3.96771,480,7071
3.86355,1048,7072
3.85463,1221,7073
3.84615,247,7074
3.91446,830,7075
3.73223,1998,7076
3.70175,57,7077
3.68164,256,7078
3.77828,442,7079
3.62870,338,7080
3.35135,74,7081
3.64438,329,7082
3.46154,78,7083
3.85352,1123,7084
3.62051,195,7085
3.82353,323,7086
3.68480,487,7087
3.92036,496,7088
3.87542,899,7089
3.89894,8975,7090
3.96276,980,7091
3.54142,169,7092
3.45052,192,7093
3.22297,74,7094
3.27974,227,7095
3.96314,312,7096
3.19231,52,7097
3.63636,11,7098
4.07899,5501,7099
2.82692,26,7100
3.00595,1176,7101
2.89917,843,7102
2.56329,79,7103
2.84516,775,7104
3.12500,12,7105
3.61905,42,7106
3.53315,543,7107
3.32353,102,7108
3.19737,76,7109
3.25581,43,7110
3.48077,104,7111
3.47500,60,7112
3.14286,28,7113
3.70623,257,7114
3.76283,565,7115
3.97584,1407,7116
2.08398,518,7117
3.52589,309,7118
3.17665,167,7119
1.42424,33,7120
3.87455,1108,7121
3.88983,354,7122
3.63271,1752,7123
3.63225,276,7124
3.50676,74,7125
3.78205,234,7126
2.59286,70,7127
3.49751,201,7128
3.70455,22,7129
3.42308,104,7130
3.22321,56,7131
4.00136,1835,7132
1.89831,59,7133
3.30905,199,7134
3.93783,563,7135
3.86861,274,7136
3.46469,1770,7137
3.38000,25,7138
3.87728,2632,7139
3.94444,9,7140
3.71196,92,7141
2.64982,564,7142
3.67191,16660,7143
2.71429,7,7144
3.21429,7,7145
3.18182,22,7146
3.80468,18598,7147
2.63918,97,7148
3.47052,3952,7149
2.70914,1389,7150
3.50842,2434,7151
2.97093,86,7152
4.10285,57378,7153
3.19989,2814,7154
3.49702,1509,7155
4.07990,3085,7156
2.74434,221,7157
3.69920,2741,7158
3.27500,20,7159
3.61932,4647,7160
2.82337,2259,7161
3.52569,4341,7162
3.25120,3535,7163
3.38616,1713,7164
3.14695,262,7165
2.58696,23,7166
3.24873,197,7167
3.01899,79,7168
3.14908,597,7169
2.12000,50,7170
3.45046,323,7171
3.55046,109,7172
2.94394,4085,7173
2.26515,66,7174
2.09499,379,7175
3.64000,75,7176
3.61953,343,7177
3.21408,696,7178
3.27189,217,7179
3.41176,34,7180
3.50455,110,7181
2.81395,43,7182
2.92857,63,7183
3.16304,46,7184
2.95570,79,7185
2.80000,60,7186
2.22727,33,7187
2.68085,47,7188
1.76220,82,7189
3.50000,129,7190
2.35465,86,7191
3.02542,59,7192
2.68818,643,7193
3.55921,76,7194
3.44667,75,7195
3.36364,44,7196
2.99091,55,7197
2.54265,211,7198
3.57113,239,7199
3.39286,42,7200
3.26875,80,7201
2.81937,191,7202
3.07407,54,7203
2.29000,50,7204
3.53980,201,7205
3.88073,633,7206
2.93750,104,7207
3.45037,272,7208
3.78209,631,7209
3.87048,498,7210
3.68301,153,7211
3.59414,324,7212
2.79167,48,7213
2.95000,30,7214
4.01221,1065,7215
3.74807,518,7216
3.75604,414,7217
3.89130,529,7218
3.53922,153,7219
2.78125,96,7220
3.46479,71,7221
2.69874,317,7222
3.73457,405,7223
2.97541,61,7224
3.49344,457,7225
2.98734,79,7226
3.72967,209,7227
2.41687,824,7228
2.78916,83,7229
2.89423,52,7230
2.98529,34,7231
3.44898,49,7232
2.00000,7,7233
4.01866,1206,7234
3.46892,1271,7235
3.39983,584,7236
3.00694,72,7237
3.89655,319,7238
3.01961,102,7239
2.72826,46,7240
3.90052,191,7241
2.67857,14,7242
3.65975,241,7243
1.64189,74,7244
2.26190,21,7245
2.25000,16,7246
3.29861,1651,7247
2.90217,46,7248
3.17582,91,7249
3.43561,264,7250
3.15455,55,7251
2.47143,70,7252
3.34932,73,7253
3.71136,16342,7254
2.83981,927,7255
4.02043,2667,7256
2.56127,408,7257
2.86593,496,7258
2.20772,337,7259
3.58923,297,7260
2.67598,358,7261
2.67857,154,7262
3.75423,2425,7263
3.43056,36,7264
3.65823,1738,7265
3.37278,169,7266
2.46809,47,7267
2.95652,23,7268
2.65517,29,7269
2.91935,62,7270
2.86364,11,7271
3.30323,155,7272
3.11111,18,7273
3.15217,46,7274
3.11765,68,7275
2.63333,45,7276
2.69231,13,7277
2.82895,38,7278
3.10000,20,7279
2.43561,132,7280
2.12319,69,7281
0.84375,32,7282
2.92254,142,7283
2.88435,147,7284
3.43750,2568,7285
3.61628,172,7286
3.15385,52,7287
3.59783,46,7288
2.14151,53,7289
3.22727,33,7290
2.52273,22,7291
1.79845,129,7292
3.29371,11210,7293
2.54554,538,7294
3.32051,39,7295
2.41667,6,7296
3.66411,326,7297
2.45833,12,7298
3.70413,387,7299
3.56278,446,7300
3.82798,218,7301
3.74615,195,7302
3.69603,755,7303
3.61053,190,7304
3.25305,328,7305
3.69048,105,7306
3.26727,275,7307
2.53458,347,7308
3.54000,50,7309
2.57733,375,7310
3.80407,541,7311
3.11017,59,7312
2.36268,142,7313
3.08904,73,7314
2.47115,156,7315
2.52485,684,7316
3.28740,3523,7317
3.15723,4643,7318
2.50836,538,7319
2.96847,555,7320
2.58832,368,7321
2.57692,13,7322
3.88260,6214,7323
3.31675,2161,7324
2.94465,4896,7325
3.18712,163,7326
4.10089,1799,7327
3.72258,155,7328
3.01852,27,7329
3.04545,22,7330
3.21127,71,7331
2.60526,38,7332
3.82883,222,7333
3.69366,284,7334
3.83385,325,7335
3.30282,71,7336
2.85714,28,7337
3.75515,194,7338
2.96154,13,7339
2.96275,349,7340
3.29268,82,7341
2.60204,49,7342
3.16667,39,7343
3.35294,17,7344
2.20842,463,7345
3.30206,3597,7346
3.20695,4117,7347
3.40581,1067,7348
3.71154,130,7349
2.64286,7,7350
3.60227,44,7351
3.60172,349,7352
2.14041,146,7353
3.11496,448,7354
3.31768,181,7355
3.35000,20,7356
3.30097,103,7357
3.03191,47,7358
2.35333,75,7359
3.58485,5934,7360
4.07348,35064,7361
3.09842,1265,7362
3.18750,8,7363
3.44252,461,7364
3.69966,293,7365
3.08199,1671,7366
3.01919,2788,7367
2.65686,51,7368
2.24774,1104,7369
3.13889,18,7370
3.85347,4180,7371
3.05246,305,7372
3.30447,9694,7373
2.66928,446,7374
3.23604,985,7375
3.02078,1251,7376
3.56503,469,7377
2.26364,110,7378
2.95307,522,7379
3.27778,1818,7380
2.80692,1243,7381
3.74732,467,7382
3.18852,183,7383
3.59211,76,7384
2.52174,69,7385
3.62347,2211,7386
3.78472,3939,7387
3.23125,80,7388
2.71689,219,7389
2.92857,42,7390
2.73853,109,7391
2.86047,43,7392
2.41892,37,7393
3.39173,254,7394
3.33809,491,7395
4.07866,642,7396
3.14000,25,7397
3.35938,32,7398
2.62000,50,7399
2.85714,14,7400
2.90909,22,7401
2.49375,80,7402
2.12162,37,7403
2.70833,12,7404
3.18333,90,7405
3.31757,74,7406
2.94444,45,7407
3.06034,58,7408
2.55556,9,7409
3.03390,177,7410
2.16667,36,7411
2.69231,13,7412
2.35714,28,7413
3.39216,102,7414
3.55607,107,7415
3.43805,226,7416
3.09140,93,7417
3.17273,55,7418
3.84000,1800,7419
3.03448,87,7420
3.52778,18,7422
3.62121,33,7423
3.13953,215,7437
3.82107,29990,7438
3.05480,2573,7439
3.69672,183,7440
2.44444,9,7441
3.14286,245,7442
2.75000,20,7443
3.09340,5605,7444
3.80449,7979,7445
2.30645,31,7446
3.57143,7,7447
2.33712,660,7448
2.41540,526,7449
3.04470,604,7450
3.55077,9189,7451
3.16667,3,7452
2.40635,315,7453
2.83436,6152,7454
3.44231,52,7455
3.62132,136,7456
2.73611,72,7457
3.34823,10967,7458
3.70822,365,7459
3.54394,1946,7460
3.27500,40,7461
3.66667,3,7471
3.54000,100,7474
3.41912,68,7475
2.46703,91,7477
3.94483,435,7478
3.46552,58,7479
3.50000,106,7480
3.50969,1341,7481
3.77184,3388,7482
3.46667,15,7483
3.85893,599,7484
3.80556,180,7485
3.83511,470,7486
3.31019,324,7487
3.57547,53,7488
3.83125,240,7489
3.48113,53,7490
3.21739,69,7491
3.34637,179,7492
3.80307,424,7493
3.94124,434,7505
2.86111,36,7521
2.79798,99,7523
3.00000,17,7528
2.30000,5,7537
3.04330,485,7541
3.92694,1006,7560
3.44961,129,7561
3.38172,279,7562
3.34444,45,7563
3.85230,413,7564
2.48148,27,7565
4.00875,857,7566
3.00000,6,7567
4.12500,4,7568
3.61170,2838,7569
3.31641,1920,7570
3.26471,68,7571
3.87159,623,7572
3.27422,1280,7573
3.64835,91,7574
3.81683,202,7577
3.76471,102,7578
3.66693,623,7579
3.62000,125,7580
3.45026,191,7581
3.29688,32,7582
3.47436,39,7583
3.86435,446,7584
3.68248,137,7585
3.65169,178,7586
4.02834,1041,7587
3.24583,120,7613
3.47394,710,7614
3.63910,133,7615
3.37963,432,7616
3.42424,264,7617
3.61373,1020,7618
3.86028,773,7619
3.79318,220,7620
3.56452,31,7621
3.25000,12,7622
3.12500,12,7623
3.42814,668,7624
3.07895,57,7625
2.79739,153,7626
2.67500,20,7627
2.86895,248,7636
3.32792,154,7637
3.25000,58,7638
2.00000,10,7639
3.59091,11,7644
3.27778,27,7645
3.20833,468,7646
3.74286,350,7647
2.75000,20,7648
3.65806,1142,7649
3.33036,168,7650
2.92188,128,7657
3.97448,2919,7669
3.31176,85,7675
3.10465,86,7697
3.65066,1145,7698
3.11765,17,7699
4.01453,998,7700
2.05908,1811,7701
3.59333,225,7702
1.75000,44,7703
2.56934,274,7704
3.74740,289,7705
3.93672,1043,7706
2.84562,217,7707
3.36531,490,7708
3.49336,452,7713
3.59851,335,7714
3.34868,152,7716
3.06349,63,7719
3.60802,611,7720
2.31731,52,7723
2.35065,77,7724
1.99172,302,7725
3.03571,14,7726
2.56500,100,7727
3.72368,684,7728
3.35890,163,7730
3.50000,11,7738
2.77083,48,7739
3.23394,109,7742
3.40414,532,7743
3.68210,324,7745
3.89615,597,7748
3.65265,321,7749
3.00000,7,7750
3.35294,17,7751
2.95455,11,7752
3.63636,121,7753
2.20000,5,7754
3.67405,316,7756
3.49943,871,7757
3.31250,48,7758
3.93257,393,7759
3.60274,73,7761
3.93309,680,7762
3.56048,124,7763
2.80263,76,7764
3.78571,7,7765
4.05301,1377,7766
3.99453,548,7767
2.33333,27,7768
3.03659,41,7769
3.41905,105,7770
3.75359,487,7771
2.93103,29,7772
3.72108,536,7773
3.34314,51,7774
3.39286,42,7775
3.00000,15,7778
3.00966,466,7781
3.06500,400,7782
3.41667,12,7783
2.81373,102,7784
3.62500,80,7785
3.91587,208,7786
3.61290,124,7787
3.36742,132,7789
3.31383,188,7790
3.35310,371,7791
3.66294,537,7792
3.72164,1622,7802
2.58333,12,7808
3.17192,317,7809
3.54538,606,7810
3.26660,467,7811
3.37653,490,7812
3.01724,29,7813
3.50962,52,7814
3.70536,224,7815
3.10000,5,7816
2.93662,568,7817
3.31013,79,7818
4.00627,638,7820
3.60377,53,7821
3.27027,74,7822
3.00000,4,7823
3.37500,20,7824
2.75000,6,7825
3.67353,340,7826
3.59905,1050,7827
3.20588,17,7828
3.86111,414,7831
3.90756,238,7832
3.82477,331,7833
3.91455,591,7834
3.77250,200,7835
3.90426,1175,7836
2.95652,46,7837
3.14286,7,7838
3.40909,55,7839
3.65376,452,7840
3.63237,967,7841
3.55565,1851,7842
3.65862,145,7843
3.75256,390,7844
2.75000,626,7845
2.48675,415,7846
3.22072,111,7847
3.61111,9,7850
3.47368,19,7872
3.04808,52,7878
3.39535,215,7879
3.33784,37,7880
3.06410,156,7881
3.13158,57,7882
3.48444,257,7883
3.61983,121,7884
3.08784,74,7885
2.89655,58,7886
2.40385,26,7887
3.61039,308,7888
3.53593,334,7889
3.18182,55,7890
3.48515,303,7891
3.11161,112,7892
2.93519,54,7893
3.60875,423,7894
3.68551,345,7895
3.59544,241,7896
3.57831,166,7897
3.27143,70,7898
3.64118,170,7899
3.00000,53,7900
3.11765,51,7901
3.27381,42,7912
2.96591,44,7913
3.50658,76,7914
3.62946,224,7915
3.14286,105,7916
2.86111,54,7917
3.48889,180,7918
3.86170,188,7919
3.78297,182,7920
2.28571,49,7921
3.10204,49,7922
3.52016,124,7923
3.91142,508,7924
3.94748,1228,7925
4.12562,812,7926
3.38462,39,7928
3.01262,317,7930
3.23077,13,7931
3.85603,514,7932
3.59711,242,7933
3.79513,1457,7934
3.58209,67,7935
3.89019,214,7936
3.95086,407,7937
4.03879,464,7938
4.01468,511,7939
3.75694,216,7940
3.97153,404,7941
3.70139,216,7942
3.87614,549,7943
3.78597,278,7944
3.68182,22,7945
3.33846,65,7946
3.51176,85,7947
3.34574,94,7948
3.19388,98,7949
3.30000,10,7950
3.28840,319,7951
2.78333,30,7952
3.43590,39,7953
2.87903,62,7954
2.76923,39,7958
3.20879,91,7959
3.17426,373,7976
3.95469,309,7979
3.73540,1336,7980
3.97143,2573,7981
3.60668,928,7982
3.75343,801,7983
3.38714,381,7984
3.23077,13,7985
2.30738,122,7986
2.98585,106,7987
2.66558,154,7988
2.72059,34,7989
3.43885,278,7990
3.22700,674,7991
3.56579,38,7992
3.28037,107,7993
3.08824,34,7994
3.27907,43,7995
3.10345,58,8003
3.09302,86,8004
3.15441,68,8007
3.39016,437,8008
3.16129,31,8009
3.69130,494,8010
3.82097,472,8011
3.84645,648,8012
3.17816,87,8013
3.99956,2291,8014
3.60163,246,8015
3.63439,599,8016
3.50296,169,8017
3.39003,782,8019
3.17273,110,8024
3.55769,104,8025
3.90975,892,8033
2.84804,102,8035
3.15385,13,8037
2.41667,6,8038
3.66537,514,8039
3.31019,108,8040
2.70000,15,8041
3.82470,1834,8042
2.98851,87,8043
3.82710,321,8044
3.24565,460,8045
2.35185,27,8055
3.33871,124,8056
3.45395,76,8057
2.61290,155,8062
3.23881,67,8063
3.71875,32,8068
3.06667,30,8069
3.51563,32,8070
2.75610,82,8092
3.03636,165,8093
3.82616,627,8094
2.75000,6,8095
3.67876,386,8117
2.33491,106,8118
3.20896,268,8119
3.13043,23,8120
3.71573,248,8121
1.53125,16,8122
3.45000,80,8123
3.25676,37,8124
3.96579,643,8125
3.45581,215,8126
3.02308,65,8127
3.97110,917,8128
2.69780,91,8129
3.18944,161,8130
3.73474,803,8131
3.91409,3853,8132
3.64356,101,8133
3.37013,231,8134
2.12857,35,8136
2.14583,48,8137
1.93846,65,8138
2.94444,36,8139
3.46774,62,8140
2.71154,26,8141
3.25926,162,8142
3.62245,98,8143
3.64949,592,8147
3.14286,21,8148
3.02439,41,8149
3.53185,157,8153
3.92595,1823,8154
3.69236,720,8157
3.50313,479,8158
3.83977,518,8167
2.79032,62,8168
3.26059,2007,8169
3.66894,734,8183
3.11765,51,8187
3.99828,291,8188
3.42647,102,8189
3.59936,156,8190
3.77160,324,8191
3.44608,102,8194
3.94234,633,8195
3.17234,235,8196
3.90294,613,8197
3.47222,72,8198
3.92376,505,8199
3.39623,106,8201
3.53000,50,8202
3.58333,24,8203
3.16875,80,8206
3.92136,2041,8207
3.54091,110,8208
2.61364,22,8220
3.61585,164,8221
3.32258,124,8222
3.18421,19,8224
3.35763,734,8225
3.29592,98,8227
4.01153,3208,8228
3.72973,74,8232
3.91794,457,8235
3.42308,52,8236
3.27273,11,8237
3.38095,63,8238
3.95279,466,8239
3.38776,49,8240
2.48551,69,8241
3.01667,30,8252
3.86785,1207,8253
3.77778,720,8254
3.22059,34,8255
3.61200,125,8256
3.53448,87,8257
3.10849,106,8258
3.13462,104,8259
3.71491,114,8260
3.83641,434,8261
3.56250,16,8262
3.30597,67,8263
3.82603,388,8264
2.26437,87,8265
3.02280,614,8266
3.22917,24,8267
3.12671,513,8268
2.44186,43,8269
3.72159,264,8270
3.33088,68,8272
3.38557,201,8273
3.56522,138,8275
1.53125,80,8290
3.61925,239,8291
3.56790,81,8292
3.11667,30,8293
3.19231,39,8294
3.41176,204,8295
3.55769,104,8302
3.83261,463,8327
3.52778,18,8329
3.71098,173,8330
3.66892,148,8331
3.63750,120,8332
3.61694,248,8334
3.94196,112,8335
3.67500,120,8336
3.91948,1155,8337
3.85408,490,8338
3.72727,11,8339
3.78000,2975,8340
3.65079,567,8341
4.00000,3,8359
3.48755,21573,8360
3.05471,11058,8361
3.07231,733,8362
2.10104,386,8363
3.60213,328,8364
3.44444,126,8365
3.59472,2782,8366
