Movie Id,Amount,title,release_year
1701,2,Deconstructing Harry (1997),1997
4011,2,Snatch (2000),2000
1414,2,Mother (1996),1996
160980,2,Sully (2016),2016
4896,2,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),2001
4002,2,"Planes, Trains & Automobiles (1987)",1987
158238,2,The Nice Guys (2016),2016
45722,2,Pirates of the Caribbean: Dead Man's Chest (2006),2006
156387,2,Sing Street (2016),2016
3999,2,Vertical Limit (2000),2000
4963,2,Ocean's Eleven (2001),2001
1779,2,Sphere (1998),1998
160718,2,Piper (2016),2016
1801,2,"Man in the Iron Mask, The (1998)",1998
839,2,"Crow: City of Angels, The (1996)",1996
4027,2,"O Brother, Where Art Thou? (2000)",2000
836,2,Chain Reaction (1996),1996
3986,2,"6th Day, The (2000)",2000
1965,2,Repo Man (1984),1984
4069,2,"Wedding Planner, The (2001)",2001
1301,2,Forbidden Planet (1956),1956
2153,2,"Avengers, The (1998)",1998
48516,2,"Departed, The (2006)",2006
543,2,So I Married an Axe Murderer (1993),1993
1269,2,Arsenic and Old Lace (1944),1944
143385,2,Bridge of Spies (2015),2015
1262,2,"Great Escape, The (1963)",1963
2125,2,Ever After: A Cinderella Story (1998),1998
1258,2,"Shining, The (1980)",1980
535,2,Short Cuts (1993),1993
142488,2,Spotlight (2015),2015
1251,2,8 1/2 (8½) (1963),1963
1247,2,"Graduate, The (1967)",1967
4361,2,Tootsie (1982),1982
2152,2,Air Bud: Golden Receiver (1998),1998
1544,2,"Lost World: Jurassic Park, The (1997)",1997
3752,2,"Me, Myself & Irene (2000)",2000
551,2,"Nightmare Before Christmas, The (1993)",1993
114060,2,The Drop (2014),2014
166534,2,Split (2017),2017
143353,2,The Croods 2 (2017),2017
166643,2,Hidden Figures (2016),2016
1201,2,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",1966
141749,2,The Danish Girl (2015),2015
1513,2,Romy and Michele's High School Reunion (1997),1997
113275,2,The Hundred-Foot Journey (2014),2014
49272,2,Casino Royale (2006),2006
502,2,"Next Karate Kid, The (1994)",1994
166788,2,20th Century Women (2016),2016
1206,2,"Clockwork Orange, A (1971)",1971
48780,2,"Prestige, The (2006)",2006
142448,2,Everest (2015),2015
1556,2,Speed 2: Cruise Control (1997),1997
128360,2,The Hateful Eight (2015),2015
2100,2,Splash (1984),1984
1129,2,Escape from New York (1981),1981
1974,2,Friday the 13th (1980),1980
1103,2,Rebel Without a Cause (1955),1955
637,2,Sgt. Bilko (1996),1996
1292,2,Being There (1979),1979
1291,2,Indiana Jones and the Last Crusade (1989),1989
5377,2,About a Boy (2002),2002
610,2,Heavy Metal (1981),1981
117529,2,Jurassic World (2015),2015
2020,2,Dangerous Liaisons (1988),1988
597,2,Pretty Woman (1990),1990
1288,2,This Is Spinal Tap (1984),1984
4639,2,America's Sweethearts (2001),2001
164909,2,La La Land (2016),2016
4571,2,Bill & Ted's Excellent Adventure (1989),1989
5388,2,Insomnia (2002),2002
585,2,"Brady Bunch Movie, The (1995)",1995
2064,2,Roger & Me (1989),1989
587,2,Ghost (1990),1990
2078,2,"Jungle Book, The (1967)",1967
115667,2,"Love, Rosie (2014)",2014
1275,2,Highlander (1986),1986
4489,2,Coming to America (1988),1988
5445,2,Minority Report (2002),2002
139644,2,Sicario (2015),2015
1272,2,Patton (1970),1970
8984,1,Ocean's Twelve (2004),2004
26003,1,Night and Fog (Nuit et brouillard) (1955),1955
53956,1,Death at a Funeral (2007),2007
46976,1,Stranger than Fiction (2006),2006
54286,1,"Bourne Ultimatum, The (2007)",2007
46972,1,Night at the Museum (2006),2006
73268,1,Daybreakers (2010),2010
53972,1,Live Free or Die Hard (2007),2007
73344,1,"Prophet, A (Un Prophète) (2009)",2009
51662,1,300 (2007),2007
8981,1,Closer (2004),2004
73513,1,"Swades: We, the People (Our Country) (2004)",2004
49274,1,Happy Feet (2006),2006
50514,1,After the Wedding (Efter brylluppet) (2006),2006
50601,1,Bridge to Terabithia (2007),2007
78088,1,Buried (2010),2010
48501,1,G.O.R.A. (2004),2004
8880,1,Mask (1985),1985
76293,1,Date Night (2010),2010
51255,1,Hot Fuzz (2007),2007
74789,1,Alice in Wonderland (2010),2010
48043,1,"Fountain, The (2006)",2006
74327,1,"First Day of the Rest of Your Life, The (Le premier jour du reste de ta vie) (2008)",2008
51540,1,Zodiac (2007),2007
51834,1,Becoming Jane (2007),2007
73929,1,Legion (2010),2010
8917,1,Team America: World Police (2004),2004
8947,1,"Grudge, The (2004)",2004
47999,1,Jesus Camp (2006),2006
47610,1,"Illusionist, The (2006)",2006
47465,1,Tideland (2005),2005
52583,1,Griffin & Phoenix (2006),2006
8950,1,The Machinist (2004),2004
8951,1,Vera Drake (2004),2004
8958,1,Ray (2004),2004
26152,1,Batman (1966),1966
34528,1,Junebug (2005),2005
54503,1,Superbad (2007),2007
39427,1,Stay (2005),2005
33725,1,It's All Gone Pete Tong (2004),2004
58111,1,Jodhaa Akbar (2008),2008
33679,1,Mr. & Mrs. Smith (2005),2005
63082,1,Slumdog Millionaire (2008),2008
64716,1,Seven Pounds (2008),2008
64969,1,Yes Man (2008),2008
33493,1,Star Wars: Episode III - Revenge of the Sith (2005),2005
40278,1,Jarhead (2005),2005
65130,1,Revolutionary Road (2008),2008
40583,1,Syriana (2005),2005
33004,1,"Hitchhiker's Guide to the Galaxy, The (2005)",2005
32587,1,Sin City (2005),2005
66659,1,Tyler Perry's Madea Goes to Jail (2009),2009
67255,1,"Girl with the Dragon Tattoo, The (Män som hatar kvinnor) (2009)",2009
40819,1,Walk the Line (2005),2005
68157,1,Inglourious Basterds (2009),2009
31804,1,Night Watch (Nochnoy dozor) (2004),2004
63072,1,"Road, The (2009)",2009
62293,1,"Duchess, The (2008)",2008
73183,1,"Friends of Eddie Coyle, The (1973)",1973
38798,1,In Her Shoes (2005),2005
60397,1,Mamma Mia! (2008),2008
34405,1,Serenity (2005),2005
60072,1,Wanted (2008),2008
36086,1,Dilwale Dulhania Le Jayenge (1995),1995
60014,1,"Complete History of My Sexual Failures, A (2008)",2008
60684,1,Watchmen (2009),2009
59784,1,Kung Fu Panda (2008),2008
61160,1,Star Wars: The Clone Wars (2008),2008
34048,1,War of the Worlds (2005),2005
36276,1,Hidden (a.k.a. Cache) (Caché) (2005),2005
36529,1,Lord of War (2005),2005
61240,1,Let the Right One In (Låt den rätte komma in) (2008),2008
37729,1,Corpse Bride (2005),2005
61323,1,Burn After Reading (2008),2008
59369,1,Taken (2008),2008
37731,1,Green Street Hooligans (a.k.a. Hooligans) (2005),2005
33779,1,Eddie Izzard: Dress to Kill (1999),1999
31737,1,Bunny Lake Is Missing (1965),1965
41566,1,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",2005
68269,1,"Young Victoria, The (2009)",2009
42794,1,Buried Alive (1990),1990
56757,1,Sweeney Todd: The Demon Barber of Fleet Street (2007),2007
71500,1,Trick 'r Treat (2007),2007
31364,1,Memories of Murder (Salinui chueok) (2003),2003
71579,1,"Education, An (2009)",2009
72483,1,Keith (2008),2008
45499,1,X-Men: The Last Stand (2006),2006
30707,1,Million Dollar Baby (2004),2004
56174,1,I Am Legend (2007),2007
55652,1,Scum (1979),1979
55442,1,Persepolis (2007),2007
27790,1,Millions (2004),2004
46957,1,Combien Tu M'aimes? (How Much Do You Love Me?) (2005),2005
55118,1,Eastern Promises (2007),2007
27706,1,Lemony Snicket's A Series of Unfortunate Events (2004),2004
55052,1,Atonement (2007),2007
72733,1,Invictus (2009),2009
27156,1,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)",1997
31433,1,"Wedding Date, The (2005)",2005
34552,1,"Girl in the Café, The (2005)",2005
56782,1,There Will Be Blood (2007),2007
44195,1,Thank You for Smoking (2006),2006
68319,1,X-Men Origins: Wolverine (2009),2009
68952,1,Drag Me to Hell (2009),2009
31702,1,Turtles Can Fly (Lakposhtha hâm parvaz mikonand) (2004),2004
58047,1,"Definitely, Maybe (2008)",2008
43376,1,Sophie Scholl: The Final Days (Sophie Scholl - Die letzten Tage) (2005),2005
69122,1,"Hangover, The (2009)",2009
69481,1,"Hurt Locker, The (2008)",2008
57669,1,In Bruges (2008),2008
57236,1,LOL (2006),2006
31658,1,Howl's Moving Castle (Hauru no ugoku shiro) (2004),2004
57368,1,Cloverfield (2008),2008
69784,1,Brüno (Bruno) (2009),2009
57274,1,[REC] (2007),2007
44929,1,Candy (2006),2006
31522,1,"Marriage of Maria Braun, The (Ehe der Maria Braun, Die) (1979)",1979
31435,1,Rory O'Shea Was Here (Inside I'm Dancing) (2004),2004
36708,1,Family Guy Presents Stewie Griffin: The Untold Story (2005),2005
2995,1,House on Haunted Hill (1999),1999
79946,1,"Joneses, The (2009)",2009
158830,1,The BFG (2016),2016
161582,1,Hell or High Water (2016),2016
160988,1,The Student (2016),2016
160954,1,Nerve (2016),2016
160289,1,O.J.: Made in America (2016),2016
159858,1,The Conjuring 2 (2016),2016
159093,1,Now You See Me 2 (2016),2016
157318,1,Perfect Strangers (2016),2016
161956,1,Blood Father (2016),2016
157138,1,Folk Hero & Funny Guy (2016),2016
155659,1,Florence Foster Jenkins (2016),2016
154967,1,Skyscraper (1996),1996
152711,1,Who Killed Chea Vichea? (2010),2010
152067,1,Neerja (2016),2016
151593,1,Martyrs (2016),2016
161922,1,The Edge of Seventeen (2016),2016
162082,1,Train to Busan (2016),2016
151317,1,Maggie's Plan (2015),2015
164981,1,Allied (2016),2016
165937,1,Collateral Beauty (2016),2016
165551,1,Lion (2016),2016
165367,1,Bling (2016),2016
165349,1,Frank & Lola (2016),2016
165103,1,Keeping Up with the Joneses (2016),2016
165101,1,Inferno (2016),2016
164540,1,Amanda Knox (2016),2016
162468,1,A Town like Alice (1956),1956
163959,1,Loving (2016),2016
163955,1,The Promise (2016),2016
163809,1,Over the Garden Wall (2013),2013
162730,1,The Whole Truth (2016),2016
162648,1,Baaghi (2016),2016
162596,1,Queen of Katwe (2016),2016
151455,1,Eddie the Eagle (2016),2016
150667,1,Low & Clear (2012),2012
80549,1,Easy A (2010),2010
139148,1,Bajrangi Bhaijaan (2015),2015
141397,1,Equals (2015),2015
141131,1,Guardians (2016),2016
141004,1,Victor Frankenstein (2015),2015
140110,1,The Intern (2015),2015
139721,1,X+Y (2014),2014
139415,1,Irrational Man (2015),2015
138208,1,The Walk (2015),2015
141890,1,Beasts of No Nation (2015),2015
138036,1,The Man from U.N.C.L.E. (2015),2015
137114,1,Love in a Puff (2010),2010
136942,1,The Art of Love (2011),2011
136864,1,Batman v Superman: Dawn of Justice (2016),2016
136598,1,Vacation (2015),2015
135875,1,Queen (2014),2014
141690,1,Anesthesia (2015),2015
141950,1,6 Years (2015),2015
149658,1,Boruto: Naruto the Movie (2015),2015
144760,1,Momentum (2015),2015
149606,1,Bajirao Mastani (2015),2015
149334,1,Nocturnal Animals,-1
148863,1,Little Thirteen (2012),2012
147200,1,Come Tomorrow (1963),1963
147024,1,Prem Ratan Dhan Payo (2015),2015
145150,1,The Dressmaker (2015),2015
144734,1,Freaks of Nature (2015),2015
142070,1,Jenny's Wedding (2015),2015
144620,1,Goosebumps (2015),2015
144544,1,Platinum Data (2013),2013
143387,1,Pitch Perfect 3 (2017),2017
143355,1,Wonder Woman (2017),2017
143349,1,Sky Sharks (2017),2017
142997,1,Hotel Transylvania 2 (2015),2015
166149,1,A United Kingdom (2016),2016
166285,1,The Odyssey (2016),2016
166480,1,Eliminators (2016),2016
180265,1,Jim & Andy: The Great Beyond (2017),2017
183295,1,Insidious: The Last Key (2018),2018
183185,1,Styx - Caught In The Act (2007),2007
183011,1,The Commuter (2018),2018
182715,1,Annihilation (2018),2018
182521,1,Thakara (1979),1979
180497,1,The Post (2017),2017
179953,1,A Bad Moms Christmas (2017),2017
183507,1,Voldemort: Origins of the Heir (2018),2018
179863,1,Radius (2017),2017
179401,1,Jumanji: Welcome to the Jungle (2017),2017
179133,1,Loving Vincent (2017),2017
178613,1,Dave Chappelle: Killin' Them Softly (2000),2000
177607,1,American Assassin (2017),2017
177101,1,Rememory (2017),2017
183413,1,Submergence (2018),2018
183837,1,The Favourite,-1
166526,1,The Space Between Us (2016),2016
188679,1,Fahrenheit 451 (2018),2018
191203,1,Ô Jerusalem (2006),2006
189873,1,Bao (2018),2018
189325,1,The Change,-1
189203,1,Upgrade (2018),2018
189061,1,In Darkness (2018),2018
189037,1,Tig Notaro: Happy To Be Here (2018),2018
188187,1,Breaking In (2018),2018
183911,1,The Clapper (2018),2018
187601,1,Anon (2018),2018
186555,1,The Cleanse (2018),2018
184997,1,"Love, Simon (2018)",2018
184989,1,Dovlatov (2018),2018
184471,1,Tomb Raider (2018),2018
184089,1,Winchester (2018),2018
176929,1,Happy Death Day (2017),2017
176389,1,The Nut Job 2: Nutty by Nature (2017),2017
175661,1,The Hitman's Bodyguard (2017),2017
167738,1,xXx: Return of Xander Cage (2017),2017
169188,1,Katherine Ryan: In Trouble (2017),2017
168492,1,Call Me by Your Name (2017),2017
168418,1,The Boss Baby (2017),2017
168348,1,Headshot (2016),2016
167842,1,Death Race 2050 (2017),2017
167832,1,The Invisible Guest (2016),2016
167640,1,A Cure for Wellness (2017),2017
175569,1,Wind River (2017),2017
167544,1,Patriots Day (2016),2016
167380,1,A Dog's Purpose (2017),2017
167036,1,Sing (2016),2016
166958,1,Hairspray Live! (2016),2016
166940,1,This Beautiful Fantastic (2016),2016
166653,1,Michael Che Matters (2016),2016
169682,1,Fare (2017),2017
169814,1,The Assignment (2016),2016
169900,1,The Lost City of Z (2017),2017
169948,1,Tomorrow Everything Starts (2016),2016
170477,1,Atomica (2017),2017
170627,1,Smurfs: The Lost Village (2017),2017
170731,1,De Premier (2016),2016
170809,1,The Spacewalker (2017),2017
170813,1,Baywatch (2017),2017
170957,1,Cars 3 (2017),2017
171129,1,Tommy's Honour (2016),2016
171581,1,Flower (2017),2017
171763,1,Baby Driver (2017),2017
173145,1,War for the Planet of the Apes (2017),2017
173205,1,The Meyerowitz Stories (2017),2017
174053,1,Black Mirror: White Christmas (2014),2014
174055,1,Dunkirk (2017),2017
135288,1,Mr. Holmes (2015),2015
134528,1,Aloha (2015),2015
134170,1,Kung Fury (2015),2015
97648,1,Gangs of Wasseypur (2012),2012
100068,1,Comme un chef (2012),2012
99912,1,Mama (2013),2013
99114,1,Django Unchained (2012),2012
98809,1,"Hobbit: An Unexpected Journey, The (2012)",2012
98203,1,"Twilight Saga: Breaking Dawn - Part 2, The (2012)",2012
97913,1,Wreck-It Ralph (2012),2012
97024,1,Rust and Bone (De rouille et d'os) (2012),2012
101088,1,Stoker (2013),2013
96610,1,Looper (2012),2012
96110,1,"Campaign, The (2012)",2012
95939,1,"Angels' Share, The (2012)",2012
95167,1,Brave (2012),2012
95159,1,This Special Friendship (Les amitiés particulières) (1964),1964
94752,1,Gifted Hands: The Ben Carson Story (2009),2009
100843,1,Oh Boy (A Coffee in Berlin) (2012),2012
101498,1,In the House (2012),2012
108054,1,"Geographer Drank His Globe Away, The (Geograf globus propil) (2013)",2013
104879,1,Prisoners (2013),2013
107516,1,Punk's Dead: SLC Punk! 2 (2014),2014
106766,1,Inside Llewyn Davis (2013),2013
106542,1,Charlie Countryman (2013),2013
106332,1,Muscle Shoals (2013),2013
105593,1,Filth (2013),2013
105211,1,Enough Said (2013),2013
104406,1,Fill the Void (Lemale et ha'halal) (2012),2012
102060,1,Planet Hulk (2010),2010
104339,1,In a World... (2013),2013
104303,1,Jobs (2013),2013
103801,1,Drinking Buddies (2013),2013
103249,1,World War Z (2013),2013
103228,1,Pacific Rim (2013),2013
102194,1,Mud (2012),2012
93982,1,"Raven, The (2012)",2012
93838,1,The Raid: Redemption (2011),2011
93721,1,Jiro Dreams of Sushi (2011),2011
83134,1,Tucker & Dale vs Evil (2010),2010
85414,1,Source Code (2011),2011
85412,1,"Troll Hunter, The (Trolljegeren) (2010)",2010
85397,1,Red Riding Hood (2011),2011
84772,1,Paul (2011),2011
84152,1,Limitless (2011),2011
83798,1,Cracks (2009),2009
82667,1,I Saw the Devil (Akmareul boatda) (2010),2010
92944,1,"Monster in Paris, A (Un monstre à Paris) (2011)",2011
82459,1,True Grit (2010),2010
82447,1,"Tomorrow, When the War Began (2010)",2010
82167,1,Love and Other Drugs (2010),2010
81847,1,Tangled (2010),2010
81784,1,Morning Glory (2010),2010
80860,1,Life as We Know It (2010),2010
85510,1,Sucker Punch (2011),2011
85565,1,Chalet Girl (2011),2011
86332,1,Thor (2011),2011
86973,1,John Rabe (2009),2009
87232,1,X-Men: First Class (2011),2011
88405,1,Friends with Benefits (2011),2011
88810,1,"Help, The (2011)",2011
88812,1,30 Minutes or Less (2011),2011
89492,1,Moneyball (2011),2011
89900,1,Once Upon a Time in Anatolia (Bir zamanlar Anadolu'da) (2011),2011
90249,1,Real Steel (2011),2011
90405,1,In Time (2011),2011
90576,1,What's Your Number? (2011),2011
90600,1,Headhunters (Hodejegerne) (2011),2011
91126,1,War Horse (2011),2011
91500,1,The Hunger Games (2012),2012
91842,1,Contraband (2012),2012
107771,1,Only Lovers Left Alive (2013),2013
108540,1,Ernest & Célestine (Ernest et Célestine) (2012),2012
133645,1,Carol (2015),2015
122910,1,Captain Marvel (2018),2018
127126,1,Seoul Searching (2015),2015
127108,1,Brooklyn (2015),2015
122926,1,Untitled Spider-Man Reboot (2017),2017
122922,1,Doctor Strange (2016),2016
122918,1,Guardians of the Galaxy 2 (2017),2017
122916,1,Thor: Ragnarok (2017),2017
122892,1,Avengers: Age of Ultron (2015),2015
127196,1,The Diary of a Teenage Girl (2015),2015
120462,1,The Invisible Boy (2014),2014
119565,1,The Missing (2014),2014
118898,1,A Most Violent Year (2014),2014
117885,1,Grumpy Cat's Worst Christmas Ever (2014),2014
117863,1,Ragamuffin (2014),2014
117851,1,Penguins of Madagascar (2014),2014
127136,1,True Story (2015),2015
128620,1,Victoria (2015),2015
108544,1,"Simple Life of Noah Dearborn, The (1999)",1999
132046,1,Tomorrowland (2015),2015
133383,1,Shrew's Nest (2014),2014
133335,1,Lifted (2010),2010
133195,1,Hitman: Agent 47 (2015),2015
132954,1,Awake: The Life of Yogananda (2014),2014
132496,1,Danny Collins (2015),2015
132480,1,The Age of Adaline (2015),2015
131724,1,The Jinx: The Life and Deaths of Robert Durst (2015),2015
128671,1,Timbuktu (2014),2014
131382,1,Apache Blood (1975),1975
130840,1,Spring (2015),2015
130634,1,Furious 7 (2015),2015
130492,1,Dum Laga Ke Haisha (2015),2015
130490,1,Insurgent (2015),2015
130450,1,Pan (2015),2015
117533,1,Citizenfour (2014),2014
117456,1,Beyond the Lights (2014),2014
117444,1,Song of the Sea (2014),2014
111320,1,Mom's Night Out (2014),2014
112183,1,Birdman: Or (The Unexpected Virtue of Ignorance) (2014),2014
111921,1,The Fault in Our Stars (2014),2014
111781,1,Mission: Impossible - Rogue Nation (2015),2015
111622,1,Begin Again (2013),2013
111362,1,X-Men: Days of Future Past (2014),2014
111360,1,Lucy (2014),2014
110809,1,Vampire Academy (2014),2014
116799,1,Inherent Vice (2014),2014
110453,1,Draft Day (2014),2014
110110,1,Starred Up (2013),2013
110102,1,Captain America: The Winter Soldier (2014),2014
109848,1,Under the Skin (2013),2013
109578,1,Non-Stop (2014),2014
108932,1,The Lego Movie (2014),2014
112290,1,Boyhood (2014),2014
112804,1,I Origins (2014),2014
113315,1,Zero Motivation (Efes beyahasei enosh) (2014),2014
113829,1,"One I Love, The (2014)",2014
114342,1,Force Majeure (Turist) (2014),2014
114494,1,Who Am I (Kein System Ist Sicher) (2014),2014
114550,1,When Animals Dream (Når dyrene drømmer) (2014),2014
114601,1,This Is Where I Leave You (2014),2014
114662,1,American Sniper (2014),2014
114700,1,"Tribe, The (Plemya) (2014)",2014
114707,1,Horns (2014),2014
114795,1,Dracula Untold (2014),2014
114980,1,Grace Unplugged (2013),2013
115569,1,Nightcrawler (2014),2014
115713,1,Ex Machina (2015),2015
116413,1,Life Partners (2014),2014
8798,1,Collateral (2004),2004
8873,1,"Motorcycle Diaries, The (Diarios de motocicleta) (2004)",2004
191483,1,The Nun (2018),2018
8784,1,Garden State (2004),2004
1276,1,Cool Hand Luke (1967),1967
1296,1,"Room with a View, A (1986)",1986
1297,1,Real Genius (1985),1985
1350,1,"Omen, The (1976)",1976
1356,1,Star Trek: First Contact (1996),1996
1358,1,Sling Blade (1996),1996
1370,1,Die Hard 2 (1990),1990
1385,1,Under Siege (1992),1992
1388,1,Jaws 2 (1978),1978
1392,1,Citizen Ruth (1996),1996
1412,1,Some Mother's Son (1996),1996
1429,1,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996),1996
1440,1,Amos & Andrew (1993),1993
1449,1,Waiting for Guffman (1996),1996
1453,1,"Beautician and the Beast, The (1997)",1997
1457,1,Fools Rush In (1997),1997
1461,1,Vegas Vacation (National Lampoon's Las Vegas Vacation) (1997),1997
1464,1,Lost Highway (1997),1997
1466,1,Donnie Brasco (1997),1997
1475,1,Kama Sutra: A Tale of Love (1996),1996
1476,1,Private Parts (1997),1997
1477,1,Love Jones (1997),1997
1487,1,Selena (1997),1997
1507,1,Paradise Road (1997),1997
1527,1,"Fifth Element, The (1997)",1997
1549,1,Rough Magic (1995),1995
1554,1,"Pillow Book, The (1996)",1996
1566,1,Hercules (1997),1997
1599,1,Steel (1997),1997
1600,1,She's So Lovely (1997),1997
1281,1,"Great Dictator, The (1940)",1940
1274,1,Akira (1988),1988
1047,1,"Long Kiss Goodnight, The (1996)",1996
1265,1,Groundhog Day (1993),1993
1054,1,Get on the Bus (1996),1996
1071,1,For the Moment (1994),1994
1089,1,Reservoir Dogs (1992),1992
1091,1,Weekend at Bernie's (1989),1989
1100,1,Days of Thunder (1990),1990
1101,1,Top Gun (1986),1986
1111,1,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),1996
1124,1,On Golden Pond (1981),1981
1126,1,Drop Dead Fred (1991),1991
1136,1,Monty Python and the Holy Grail (1975),1975
1175,1,Delicatessen (1991),1991
1179,1,"Grifters, The (1990)",1990
1184,1,Mediterraneo (1991),1991
1194,1,Cheech and Chong's Up in Smoke (1978),1978
1199,1,Brazil (1985),1985
1207,1,To Kill a Mockingbird (1962),1962
1211,1,"Wings of Desire (Himmel über Berlin, Der) (1987)",1987
1216,1,"Big Blue, The (Grand bleu, Le) (1988)",1988
1220,1,"Blues Brothers, The (1980)",1980
1222,1,Full Metal Jacket (1987),1987
1228,1,Raging Bull (1980),1980
1232,1,Stalker (1979),1979
1237,1,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",1957
1238,1,Local Hero (1983),1983
1245,1,Miller's Crossing (1990),1990
1246,1,Dead Poets Society (1989),1989
1256,1,Duck Soup (1933),1933
1259,1,Stand by Me (1986),1986
1264,1,Diva (1981),1981
1614,1,In & Out (1997),1997
1615,1,"Edge, The (1997)",1997
1616,1,"Peacemaker, The (1997)",1997
1643,1,"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown) (1997)",1997
2088,1,Popeye (1980),1980
2107,1,Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode) (1998),1998
2108,1,L.A. Story (1991),1991
2114,1,"Outsiders, The (1983)",1983
2118,1,"Dead Zone, The (1983)",1983
2122,1,Children of the Corn (1984),1984
2126,1,Snake Eyes (1998),1998
2133,1,Adventures in Babysitting (1987),1987
2134,1,Weird Science (1985),1985
2138,1,Watership Down (1978),1978
2151,1,"Gods Must Be Crazy II, The (1989)",1989
2157,1,"Chambermaid on the Titanic, The (Femme de chambre du Titanic, La) (1998)",1998
2158,1,"Henry: Portrait of a Serial Killer, Part 2 (1998)",1998
2174,1,Beetlejuice (1988),1988
2186,1,Strangers on a Train (1951),1951
2193,1,Willow (1988),1988
2194,1,"Untouchables, The (1987)",1987
2199,1,Phoenix (1998),1998
2231,1,Rounders (1998),1998
2234,1,Let's Talk About Sex (1998),1998
2236,1,Simon Birch (1998),1998
2244,1,"Allnighter, The (1987)",1987
2249,1,My Blue Heaven (1990),1990
2267,1,Mortal Thoughts (1991),1991
2282,1,Pecker (1998),1998
2288,1,"Thing, The (1982)",1982
2300,1,"Producers, The (1968)",1968
2313,1,"Elephant Man, The (1980)",1980
2314,1,Beloved (1998),1998
2082,1,"Mighty Ducks, The (1992)",1992
2081,1,"Little Mermaid, The (1989)",1989
2075,1,Mephisto (1981),1981
1836,1,"Last Days of Disco, The (1998)",1998
1663,1,Stripes (1981),1981
1665,1,Bean (1997),1997
1676,1,Starship Troopers (1997),1997
1682,1,"Truman Show, The (1998)",1998
1683,1,"Wings of the Dove, The (1997)",1997
1685,1,"I Love You, I Love You Not (1996)",1996
1693,1,Amistad (1997),1997
1702,1,Flubber (1997),1997
1727,1,"Horse Whisperer, The (1998)",1998
1735,1,Great Expectations (1998),1998
1773,1,Tokyo Fist (Tokyo ken) (1995),1995
1783,1,Palmetto (1998),1998
1810,1,Primary Colors (1998),1998
1839,1,My Giant (1998),1998
2054,1,"Honey, I Shrunk the Kids (1989)",1989
1840,1,He Got Game (1998),1998
1862,1,Species II (1998),1998
1863,1,Major League: Back to the Minors (1998),1998
1866,1,"Big Hit, The (1998)",1998
1904,1,Henry Fool (1997),1997
1920,1,Small Soldiers (1998),1998
1921,1,Pi (1998),1998
1937,1,Going My Way (1944),1944
1948,1,Tom Jones (1963),1963
2003,1,Gremlins (1984),1984
2013,1,"Poseidon Adventure, The (1972)",1972
2025,1,Lolita (1997),1997
2053,1,"Honey, I Blew Up the Kid (1992)",1992
1049,1,"Ghost and the Darkness, The (1996)",1996
1046,1,Beautiful Thing (1996),1996
8730,1,To End All Wars (2001),2001
232,1,Eat Drink Man Woman (Yin shi nan nu) (1994),1994
246,1,Hoop Dreams (1994),1994
247,1,Heavenly Creatures (1994),1994
249,1,Immortal Beloved (1994),1994
252,1,I.Q. (1994),1994
266,1,Legends of the Fall (1994),1994
267,1,Major Payne (1995),1995
273,1,Mary Shelley's Frankenstein (Frankenstein) (1994),1994
276,1,Milk Money (1994),1994
282,1,Nell (1994),1994
285,1,Beyond Bedlam (1993),1993
288,1,Natural Born Killers (1994),1994
308,1,Three Colors: White (Trzy kolory: Bialy) (1994),1994
314,1,"Secret of Roan Inish, The (1994)",1994
315,1,"Specialist, The (1994)",1994
319,1,Shallow Grave (1994),1994
337,1,What's Eating Gilbert Grape (1993),1993
338,1,Virtuosity (1995),1995
344,1,Ace Ventura: Pet Detective (1994),1994
349,1,Clear and Present Danger (1994),1994
352,1,Crooklyn (1994),1994
353,1,"Crow, The (1994)",1994
357,1,Four Weddings and a Funeral (1994),1994
365,1,Little Buddha (1993),1993
368,1,Maverick (1994),1994
372,1,Reality Bites (1994),1994
376,1,"River Wild, The (1994)",1994
377,1,Speed (1994),1994
380,1,True Lies (1994),1994
382,1,Wolf (1994),1994
233,1,Exotica (1994),1994
227,1,Drop Zone (1994),1994
1037,1,"Lawnmower Man, The (1992)",1992
215,1,Before Sunrise (1995),1995
6,1,Heat (1995),1995
11,1,"American President, The (1995)",1995
14,1,Nixon (1995),1995
34,1,Babe (1995),1995
36,1,Dead Man Walking (1995),1995
39,1,Clueless (1995),1995
65,1,Bio-Dome (1996),1996
70,1,From Dusk Till Dawn (1996),1996
79,1,"Juror, The (1996)",1996
88,1,Black Sheep (1996),1996
100,1,City Hall (1996),1996
104,1,Happy Gilmore (1996),1996
111,1,Taxi Driver (1976),1976
112,1,Rumble in the Bronx (Hont faan kui) (1995),1995
116,1,Anne Frank Remembered (1995),1995
117,1,"Young Poisoner's Handbook, The (1995)",1995
